signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points,hand_example
3-11-0-3-17-1,3,11.0,,3,17,1,33,19,417,0,0.0,0.0,0.0,A_Bell O_Bell 7_Acorn A_Heart 8_Acorn K_Acorn K_Bell 7_Heart
3-14-8-2-35-0,3,14.0,8.0,2,35,0,26,18,324,0,0.0,0.0,0.0,K_Bell 10_Bell K_Acorn O_Leaf U_Heart O_Acorn 9_Leaf 8_Leaf
1-2-2-3-2-3,1,2.0,2.0,3,2,3,41,41,235,0,0.0,0.0,0.0,A_Acorn K_Acorn 9_Bell A_Leaf K_Bell 8_Heart 9_Acorn A_Bell
3-14-6-3-33-0,3,14.0,6.0,3,33,0,21,4,283,0,0.0,0.0,0.0,O_Leaf 8_Acorn A_Heart O_Acorn 9_Leaf 8_Leaf 7_Leaf K_Acorn
4-11-4-2-31-0,4,11.0,4.0,2,31,0,44,24,438,0,0.0,0.0,0.0,O_Bell U_Acorn A_Heart 7_Leaf 10_Leaf 10_Acorn K_Heart K_Bell
3-12-0-3-15-0,3,12.0,,3,15,0,25,22,301,0,0.0,0.0,0.0,9_Acorn 9_Heart O_Heart K_Leaf 10_Acorn K_Bell 7_Heart K_Acorn
5-12-8-1-50-2,5,12.0,8.0,1,50,2,34,22,2,0,0.0,0.0,0.0,A_Acorn U_Heart U_Acorn 7_Leaf O_Heart U_Leaf O_Bell A_Bell
5-13-0-2-36-1,5,13.0,,2,36,1,38,11,556,0,0.0,0.0,0.0,A_Heart 7_Heart O_Leaf 10_Heart A_Acorn 7_Acorn O_Heart 8_Bell
3-10-2-2-19-1,3,10.0,2.0,2,19,1,15,11,384,0,0.0,0.0,0.0,8_Heart 7_Acorn U_Bell U_Acorn 8_Bell 8_Leaf A_Bell 9_Acorn
3-10-3-2-18-0,3,10.0,3.0,2,18,0,26,14,311,0,0.0,0.0,0.0,9_Heart 10_Heart 10_Bell 9_Bell 8_Leaf 8_Acorn K_Leaf U_Acorn
4-11-5-2-31-1,4,11.0,5.0,2,31,1,47,21,423,0,0.0,0.0,0.0,U_Leaf 7_Bell A_Heart 10_Heart A_Leaf 8_Leaf O_Bell 10_Acorn
3-13-3-2-25-2,3,13.0,3.0,2,25,2,31,26,164,0,0.0,0.0,0.0,A_Leaf U_Leaf 9_Acorn O_Leaf K_Acorn 9_Heart A_Bell 7_Leaf
3-12-0-2-16-1,3,12.0,,2,16,1,22,15,371,0,0.0,0.0,0.0,7_Heart A_Acorn 7_Acorn K_Leaf 9_Leaf K_Heart 7_Bell O_Heart
5-13-2-1-36-0,5,13.0,2.0,1,36,0,34,14,275,0,0.0,0.0,0.0,K_Bell O_Leaf K_Heart O_Heart 10_Heart 10_Leaf 8_Heart 7_Acorn
2-10-8-4-18-0,2,10.0,8.0,4,18,0,28,24,142,0,0.0,0.0,0.0,7_Leaf U_Heart U_Acorn 10_Leaf 9_Leaf 8_Bell K_Leaf 10_Bell
4-13-0-3-29-0,4,13.0,,3,29,0,30,14,242,0,0.0,0.0,0.0,O_Leaf 10_Bell 10_Heart 7_Heart 9_Leaf 9_Bell O_Bell K_Bell
2-5-3-3-8-2,2,5.0,3.0,3,8,2,46,36,595,0,0.0,0.0,0.0,A_Leaf 9_Heart K_Leaf 9_Bell 10_Bell 10_Heart 8_Acorn A_Bell
3-9-3-2-18-3,3,9.0,3.0,2,18,3,46,33,14,0,0.0,0.0,0.0,A_Bell A_Heart A_Acorn A_Leaf 9_Heart U_Leaf 9_Bell 9_Leaf
3-11-3-3-20-0,3,11.0,3.0,3,20,0,38,24,303,0,0.0,0.0,0.0,7_Bell 10_Acorn A_Heart 7_Leaf 9_Heart K_Bell O_Bell 10_Bell
3-14-12-4-39-0,3,14.0,12.0,4,39,0,27,18,33,0,0.0,0.0,0.0,O_Leaf K_Acorn 10_Acorn K_Leaf O_Heart 7_Acorn O_Acorn 8_Acorn
3-11-0-2-16-0,3,11.0,,2,16,0,33,20,312,0,0.0,0.0,0.0,10_Heart O_Bell 8_Bell 7_Heart 8_Acorn 9_Leaf 10_Bell 10_Acorn
4-12-0-2-18-0,4,12.0,,2,18,0,17,10,219,0,0.0,0.0,0.0,7_Bell 7_Heart O_Heart 8_Heart 10_Bell K_Heart 7_Leaf 7_Acorn
3-9-3-3-17-0,3,9.0,3.0,3,17,0,30,18,316,0,0.0,0.0,0.0,7_Bell 10_Leaf 9_Heart 8_Bell 10_Heart K_Leaf K_Bell U_Leaf
3-13-8-3-30-3,3,13.0,8.0,3,30,3,44,37,12,0,0.0,0.0,0.0,A_Leaf A_Bell 9_Leaf O_Leaf K_Leaf U_Heart A_Acorn U_Leaf
3-14-4-3-27-1,3,14.0,4.0,3,27,1,24,15,438,0,0.0,0.0,0.0,9_Acorn O_Acorn K_Heart A_Bell K_Acorn 8_Acorn U_Leaf 7_Bell
2-11-9-3-20-0,2,11.0,9.0,3,20,0,19,14,725,0,0.0,0.0,0.0,O_Bell U_Leaf 7_Leaf 8_Bell K_Acorn 9_Leaf 10_Leaf 7_Bell
4-13-7-2-43-0,4,13.0,7.0,2,43,0,15,4,201,0,0.0,0.0,0.0,9_Leaf O_Bell 9_Acorn U_Bell O_Leaf K_Bell 8_Leaf O_Heart
4-13-4-3-33-0,4,13.0,4.0,3,33,0,35,24,204,0,0.0,0.0,0.0,U_Leaf 7_Bell K_Bell K_Heart 10_Bell 10_Leaf O_Leaf U_Bell
5-10-3-1-33-0,5,10.0,3.0,1,33,0,30,14,76,0,0.0,0.0,0.0,U_Acorn 10_Acorn 9_Heart 10_Heart K_Leaf U_Heart 7_Bell U_Bell
3-9-5-2-22-1,3,9.0,5.0,2,22,1,43,29,365,0,0.0,0.0,0.0,U_Heart 9_Bell U_Leaf K_Leaf 10_Heart A_Bell 10_Leaf K_Acorn
4-10-0-2-27-0,4,10.0,,2,27,0,20,14,227,0,0.0,0.0,0.0,10_Leaf U_Leaf 7_Bell 7_Heart K_Leaf U_Heart U_Acorn 8_Bell
2-11-2-3-13-0,2,11.0,2.0,3,13,0,7,4,682,0,0.0,0.0,0.0,O_Bell 8_Heart 9_Acorn 9_Bell K_Bell 9_Leaf 7_Acorn 7_Bell
2-9-8-2-17-2,2,9.0,8.0,2,17,2,40,36,168,0,0.0,0.0,0.0,9_Leaf A_Bell K_Leaf A_Acorn U_Leaf 9_Acorn U_Heart 10_Bell
5-12-2-2-39-1,5,12.0,2.0,2,39,1,20,11,211,0,0.0,0.0,0.0,U_Acorn U_Bell 8_Leaf 9_Bell A_Leaf U_Heart 8_Heart O_Heart
4-14-3-3-39-0,4,14.0,3.0,3,39,0,12,4,106,0,0.0,0.0,0.0,7_Bell K_Leaf U_Acorn O_Heart 7_Leaf O_Acorn 9_Leaf 9_Heart
7-12-0-1-35-0,7,12.0,,1,35,0,24,4,9,0,0.0,0.0,0.0,K_Acorn 8_Heart K_Heart O_Heart U_Heart A_Heart 7_Heart 9_Heart
3-13-0-3-17-0,3,13.0,,3,17,0,7,0,299,0,0.0,0.0,0.0,9_Bell 7_Leaf O_Leaf 9_Acorn 7_Acorn 7_Heart K_Heart 8_Acorn
2-14-6-3-20-1,2,14.0,6.0,3,20,1,33,19,1240,0,0.0,0.0,0.0,9_Bell K_Leaf A_Heart A_Acorn O_Acorn 9_Leaf K_Acorn 8_Leaf
5-12-0-2-24-0,5,12.0,,2,24,0,31,14,163,0,0.0,0.0,0.0,9_Leaf K_Heart 10_Heart 9_Heart 7_Heart O_Heart 10_Bell K_Bell
5-14-4-1-41-0,5,14.0,4.0,1,41,0,22,0,142,0,0.0,0.0,0.0,8_Leaf 10_Heart U_Bell O_Acorn K_Heart 7_Bell 9_Acorn O_Bell
5-14-3-2-35-0,5,14.0,3.0,2,35,0,24,4,196,0,0.0,0.0,0.0,A_Heart K_Leaf 7_Leaf 9_Acorn O_Acorn K_Heart U_Heart 9_Heart
4-13-5-2-37-0,4,13.0,5.0,2,37,0,26,8,684,0,0.0,0.0,0.0,O_Leaf K_Bell 7_Bell 10_Heart O_Bell U_Heart 9_Acorn K_Leaf
4-14-0-2-30-1,4,14.0,,2,30,1,47,31,997,0,0.0,0.0,0.0,7_Bell 10_Heart 7_Heart 10_Acorn O_Bell 10_Leaf A_Acorn O_Acorn
5-12-0-2-30-0,5,12.0,,2,30,0,10,0,648,0,0.0,0.0,0.0,O_Heart 9_Heart 9_Leaf 8_Leaf K_Heart O_Bell 7_Heart 7_Acorn
3-10-5-2-21-3,3,10.0,5.0,2,21,3,76,53,17,0,0.0,0.0,0.0,A_Bell A_Acorn U_Acorn A_Heart 10_Heart 10_Bell 10_Leaf A_Leaf
1-9-9-3-9-0,1,9.0,9.0,3,9,0,30,28,989,0,0.0,0.0,0.0,10_Bell K_Leaf 10_Acorn 7_Bell 8_Leaf K_Acorn 8_Acorn U_Leaf
4-13-3-3-36-0,4,13.0,3.0,3,36,0,16,8,122,0,0.0,0.0,0.0,8_Acorn U_Heart K_Acorn 7_Acorn K_Bell 9_Heart O_Heart O_Leaf
4-14-0-3-29-0,4,14.0,,3,29,0,26,10,356,0,0.0,0.0,0.0,10_Acorn U_Leaf 8_Acorn A_Heart 7_Acorn 7_Heart 8_Leaf O_Acorn
4-13-2-2-33-2,4,13.0,2.0,2,33,2,43,26,155,0,0.0,0.0,0.0,K_Bell A_Heart A_Leaf 8_Heart 8_Leaf O_Heart O_Leaf A_Acorn
4-12-5-3-36-1,4,12.0,5.0,3,36,1,38,21,147,0,0.0,0.0,0.0,O_Heart 8_Acorn 10_Heart 10_Acorn A_Acorn U_Acorn 7_Leaf U_Leaf
4-13-2-3-32-1,4,13.0,2.0,3,32,1,41,25,294,0,0.0,0.0,0.0,O_Leaf K_Acorn O_Heart 7_Leaf 10_Heart 10_Acorn A_Acorn 8_Heart
5-10-0-2-27-0,5,10.0,,2,27,0,38,24,402,0,0.0,0.0,0.0,10_Acorn K_Leaf 10_Leaf 7_Heart 9_Heart U_Acorn U_Leaf 10_Heart
3-12-5-3-28-2,3,12.0,5.0,3,28,2,42,26,135,0,0.0,0.0,0.0,A_Acorn 10_Heart O_Bell K_Acorn 7_Leaf A_Leaf 9_Leaf O_Heart
3-11-2-4-21-1,3,11.0,2.0,4,21,1,30,25,70,0,0.0,0.0,0.0,8_Heart U_Heart 10_Acorn A_Acorn 7_Acorn O_Bell K_Acorn 7_Bell
5-12-0-2-27-0,5,12.0,,2,27,0,23,14,471,0,0.0,0.0,0.0,8_Heart 10_Acorn 9_Leaf 7_Heart U_Leaf K_Heart K_Leaf O_Heart
3-7-4-3-16-1,3,7.0,4.0,3,16,1,35,19,425,0,0.0,0.0,0.0,U_Bell K_Heart 8_Leaf 10_Heart K_Acorn K_Leaf A_Leaf 9_Acorn
3-11-0-3-21-2,3,11.0,,3,21,2,27,22,154,0,0.0,0.0,0.0,A_Leaf 7_Heart U_Acorn 8_Acorn A_Acorn O_Bell 9_Leaf 7_Leaf
4-14-2-3-34-1,4,14.0,2.0,3,34,1,43,35,289,0,0.0,0.0,0.0,O_Acorn A_Leaf U_Bell 8_Heart 10_Leaf O_Bell K_Leaf 10_Bell
5-8-2-2-26-1,5,8.0,2.0,2,26,1,29,11,92,0,0.0,0.0,0.0,8_Acorn U_Heart 8_Bell U_Bell 8_Heart K_Heart A_Acorn 10_Heart
3-9-5-3-22-0,3,9.0,5.0,3,22,0,22,8,290,0,0.0,0.0,0.0,K_Bell 8_Leaf 9_Bell 9_Leaf U_Leaf U_Heart K_Leaf 10_Heart
4-11-2-2-29-0,4,11.0,2.0,2,29,0,30,14,456,0,0.0,0.0,0.0,U_Acorn K_Acorn 10_Leaf 7_Acorn O_Bell A_Heart 8_Heart 9_Leaf
4-13-0-2-22-1,4,13.0,,2,22,1,25,11,602,0,0.0,0.0,0.0,O_Leaf 9_Bell A_Heart A_Bell 7_Acorn 7_Heart 9_Heart 9_Leaf
2-14-2-2-16-0,2,14.0,2.0,2,16,0,25,22,201,0,0.0,0.0,0.0,K_Acorn K_Leaf 9_Bell K_Bell 8_Heart O_Acorn 10_Leaf 8_Acorn
4-12-4-3-29-0,4,12.0,4.0,3,29,0,23,4,127,0,0.0,0.0,0.0,O_Heart 7_Acorn K_Heart 9_Bell U_Heart 10_Heart K_Acorn 9_Acorn
6-13-0-1-40-2,6,13.0,,1,40,2,40,22,15,0,0.0,0.0,0.0,A_Heart 7_Heart A_Leaf U_Acorn U_Heart 9_Heart A_Acorn O_Leaf
4-14-7-3-42-0,4,14.0,7.0,3,42,0,24,14,209,0,0.0,0.0,0.0,8_Leaf O_Leaf O_Acorn U_Heart K_Acorn U_Bell 10_Leaf 7_Leaf
5-11-0-1-26-0,5,11.0,,1,26,0,13,4,180,0,0.0,0.0,0.0,7_Heart 8_Acorn U_Leaf K_Heart 8_Heart O_Bell K_Bell 7_Leaf
2-14-5-3-19-0,2,14.0,5.0,3,19,0,31,18,727,0,0.0,0.0,0.0,O_Acorn 8_Acorn 10_Heart 7_Leaf K_Leaf 9_Leaf K_Acorn 10_Acorn
4-14-2-3-39-0,4,14.0,2.0,3,39,0,27,18,132,0,0.0,0.0,0.0,8_Heart K_Leaf O_Bell 8_Leaf O_Heart O_Acorn 10_Leaf K_Acorn
3-12-5-3-24-1,3,12.0,5.0,3,24,1,36,21,427,0,0.0,0.0,0.0,10_Acorn 7_Bell U_Bell A_Acorn 10_Heart 7_Leaf O_Heart 7_Acorn
3-12-5-3-25-0,3,12.0,5.0,3,25,0,25,10,303,0,0.0,0.0,0.0,8_Bell 10_Heart 9_Leaf 7_Leaf U_Heart 8_Leaf 10_Acorn O_Heart
4-9-2-2-25-1,4,9.0,2.0,2,25,1,26,11,182,0,0.0,0.0,0.0,U_Heart U_Leaf 7_Leaf 8_Heart 7_Acorn 9_Bell A_Bell A_Heart
4-10-3-2-24-1,4,10.0,3.0,2,24,1,38,15,397,0,0.0,0.0,0.0,9_Leaf U_Acorn 9_Heart 7_Leaf A_Bell K_Bell 10_Heart A_Heart
5-14-5-2-52-0,5,14.0,5.0,2,52,0,29,8,198,0,0.0,0.0,0.0,8_Acorn U_Acorn K_Leaf O_Bell O_Acorn K_Acorn O_Heart 10_Heart
4-10-2-3-29-1,4,10.0,2.0,3,29,1,27,21,70,0,0.0,0.0,0.0,U_Acorn 8_Heart A_Bell 8_Leaf U_Leaf 9_Bell 10_Bell U_Heart
3-14-0-3-17-2,3,14.0,,3,17,2,29,26,142,0,0.0,0.0,0.0,A_Bell 9_Heart 7_Heart 9_Bell 8_Bell A_Acorn K_Leaf O_Acorn
6-12-2-1-49-0,6,12.0,2.0,1,49,0,20,0,55,0,0.0,0.0,0.0,U_Acorn 9_Leaf 7_Acorn 8_Heart U_Leaf 10_Heart O_Heart O_Bell
4-14-5-2-36-1,4,14.0,5.0,2,36,1,32,15,625,0,0.0,0.0,0.0,K_Acorn 10_Heart U_Acorn O_Acorn A_Acorn 9_Bell U_Bell 8_Leaf
3-10-5-2-22-1,3,10.0,5.0,2,22,1,43,29,403,0,0.0,0.0,0.0,K_Leaf 10_Heart 10_Leaf U_Bell 9_Bell U_Acorn K_Acorn A_Acorn
3-13-2-3-24-2,3,13.0,2.0,3,24,2,37,32,143,0,0.0,0.0,0.0,A_Acorn O_Leaf 8_Heart 8_Leaf 8_Acorn A_Leaf 10_Acorn U_Leaf
2-10-2-2-12-1,2,10.0,2.0,2,12,1,35,33,334,0,0.0,0.0,0.0,10_Leaf K_Bell 9_Bell U_Acorn A_Acorn K_Leaf 8_Heart K_Acorn
4-12-0-2-25-2,4,12.0,,2,25,2,37,22,266,0,0.0,0.0,0.0,10_Heart U_Heart A_Bell 7_Bell O_Heart A_Leaf 7_Heart 9_Leaf
5-14-3-1-41-2,5,14.0,3.0,1,41,2,40,22,39,0,0.0,0.0,0.0,A_Bell 9_Heart U_Heart O_Acorn A_Heart A_Leaf U_Acorn 8_Acorn
4-11-4-3-33-0,4,11.0,4.0,3,33,0,21,10,71,0,0.0,0.0,0.0,8_Acorn O_Bell 7_Bell U_Acorn K_Heart 7_Acorn 10_Acorn U_Heart
4-8-0-2-17-0,4,8.0,,2,17,0,24,20,672,0,0.0,0.0,0.0,8_Bell 10_Bell 9_Leaf U_Heart 10_Leaf 8_Heart 7_Heart U_Bell
3-14-2-2-22-1,3,14.0,2.0,2,22,1,25,11,377,0,0.0,0.0,0.0,7_Leaf O_Acorn 8_Heart A_Heart A_Acorn 8_Bell 7_Bell 7_Acorn
5-12-0-2-34-0,5,12.0,,2,34,0,18,0,588,0,0.0,0.0,0.0,7_Heart U_Bell U_Leaf 9_Leaf 7_Leaf O_Heart 9_Bell A_Heart
2-9-5-2-14-2,2,9.0,5.0,2,14,2,44,32,144,0,0.0,0.0,0.0,9_Bell A_Leaf 10_Heart 10_Leaf 7_Acorn U_Leaf A_Acorn 8_Bell
2-6-2-3-8-3,2,6.0,2.0,3,8,3,54,43,63,0,0.0,0.0,0.0,8_Bell A_Heart 8_Leaf A_Bell 10_Bell 8_Heart A_Acorn A_Leaf
3-4-0-4-6-1,3,4.0,,4,6,1,19,15,63,0,0.0,0.0,0.0,9_Acorn A_Acorn 8_Leaf 7_Heart K_Heart K_Acorn 7_Acorn 8_Heart
4-14-4-3-39-1,4,14.0,4.0,3,39,1,23,11,219,0,0.0,0.0,0.0,9_Acorn U_Heart 7_Acorn O_Leaf K_Heart A_Acorn 7_Bell O_Acorn
2-8-6-2-14-1,2,8.0,6.0,2,14,1,48,35,354,0,0.0,0.0,0.0,U_Heart 10_Acorn K_Bell A_Leaf 7_Bell 10_Leaf A_Heart 9_Acorn
3-9-7-2-24-1,3,9.0,7.0,2,24,1,21,15,404,0,0.0,0.0,0.0,7_Acorn U_Bell K_Bell 9_Leaf U_Leaf 8_Bell A_Leaf U_Heart
6-14-0-1-46-0,6,14.0,,1,46,0,18,4,467,0,0.0,0.0,0.0,O_Acorn K_Acorn 7_Heart 8_Leaf U_Bell U_Acorn O_Bell K_Heart
3-10-0-2-13-3,3,10.0,,2,13,3,43,41,17,0,0.0,0.0,0.0,7_Heart K_Acorn A_Bell U_Acorn K_Leaf A_Leaf 9_Heart A_Acorn
4-10-2-2-20-0,4,10.0,2.0,2,20,0,26,14,226,0,0.0,0.0,0.0,8_Heart U_Acorn 10_Heart 10_Bell 9_Leaf K_Acorn 8_Bell 9_Heart
2-11-10-2-21-2,2,11.0,10.0,2,21,2,35,30,144,0,0.0,0.0,0.0,O_Bell K_Leaf K_Bell 9_Bell A_Leaf A_Acorn 7_Acorn U_Acorn
6-13-2-1-47-0,6,13.0,2.0,1,47,0,20,10,280,0,0.0,0.0,0.0,O_Heart U_Leaf U_Heart 8_Heart 10_Bell 9_Heart 8_Leaf O_Leaf
4-14-3-2-35-1,4,14.0,3.0,2,35,1,42,25,885,0,0.0,0.0,0.0,O_Acorn O_Heart A_Heart 9_Heart A_Bell 10_Bell K_Leaf 7_Acorn
2-7-6-3-13-0,2,7.0,6.0,3,13,0,41,28,714,0,0.0,0.0,0.0,A_Heart 10_Bell 8_Leaf K_Leaf K_Acorn 8_Bell U_Bell 10_Leaf
2-9-4-3-13-0,2,9.0,4.0,3,13,0,20,14,677,0,0.0,0.0,0.0,U_Leaf K_Bell 8_Acorn 10_Bell 9_Leaf 9_Acorn 9_Bell K_Heart
3-9-6-2-22-1,3,9.0,6.0,2,22,1,30,15,385,0,0.0,0.0,0.0,8_Bell 7_Leaf A_Leaf U_Leaf A_Heart 7_Acorn U_Bell K_Acorn
6-14-2-1-56-0,6,14.0,2.0,1,56,0,13,0,152,0,0.0,0.0,0.0,9_Acorn 8_Heart O_Acorn 7_Leaf O_Heart U_Leaf O_Bell U_Heart
3-10-2-2-16-2,3,10.0,2.0,2,16,2,32,26,154,0,0.0,0.0,0.0,A_Leaf U_Acorn K_Bell A_Acorn 8_Heart 8_Bell K_Heart 7_Leaf
2-13-2-4-15-1,2,13.0,2.0,4,15,1,32,29,352,0,0.0,0.0,0.0,7_Leaf 9_Leaf 10_Acorn K_Leaf O_Leaf K_Acorn 8_Heart A_Leaf
1-7-7-3-7-1,1,7.0,7.0,3,7,1,17,15,2003,0,0.0,0.0,0.0,7_Acorn 9_Bell 8_Bell 7_Leaf 8_Acorn U_Bell A_Leaf K_Leaf
3-12-3-3-24-1,3,12.0,3.0,3,24,1,20,15,377,0,0.0,0.0,0.0,9_Heart O_Heart A_Leaf K_Leaf 9_Leaf 9_Acorn U_Leaf 7_Acorn
4-14-0-2-24-1,4,14.0,,2,24,1,30,25,618,0,0.0,0.0,0.0,O_Acorn 7_Bell 8_Heart 7_Heart K_Leaf 10_Acorn U_Heart A_Acorn
5-11-6-2-43-0,5,11.0,6.0,2,43,0,24,4,71,0,0.0,0.0,0.0,U_Acorn 9_Bell O_Bell U_Leaf A_Heart K_Leaf 8_Bell U_Bell
3-14-3-2-22-1,3,14.0,3.0,2,22,1,38,25,391,0,0.0,0.0,0.0,K_Leaf 10_Heart 8_Bell 8_Leaf O_Acorn A_Acorn 10_Acorn 9_Heart
3-13-6-3-27-1,3,13.0,6.0,3,27,1,27,11,399,0,0.0,0.0,0.0,A_Leaf U_Heart A_Heart 8_Bell 7_Leaf 9_Leaf 9_Bell O_Leaf
6-13-3-2-42-0,6,13.0,3.0,2,42,0,32,4,25,0,0.0,0.0,0.0,8_Acorn K_Acorn 10_Heart 9_Heart U_Bell A_Heart U_Heart O_Leaf
2-11-9-2-20-0,2,11.0,9.0,2,20,0,19,14,225,0,0.0,0.0,0.0,10_Leaf K_Acorn 9_Leaf O_Bell 9_Acorn U_Leaf 9_Bell 7_Bell
4-12-0-3-22-1,4,12.0,,3,22,1,39,21,235,0,0.0,0.0,0.0,7_Bell 7_Heart 9_Leaf 10_Bell A_Heart A_Bell K_Heart O_Heart
2-13-7-3-20-1,2,13.0,7.0,3,20,1,30,25,1277,0,0.0,0.0,0.0,7_Bell 8_Acorn 10_Acorn K_Bell U_Bell A_Acorn O_Leaf 7_Leaf
4-14-6-2-36-0,4,14.0,6.0,2,36,0,22,4,220,0,0.0,0.0,0.0,7_Acorn U_Bell 7_Leaf K_Bell 9_Leaf U_Leaf O_Acorn A_Heart
3-11-0-2-19-1,3,11.0,,2,19,1,26,21,386,0,0.0,0.0,0.0,7_Heart 7_Bell O_Bell 7_Leaf A_Bell 10_Acorn U_Heart 9_Leaf
5-9-2-2-32-1,5,9.0,2.0,2,32,1,28,11,49,0,0.0,0.0,0.0,8_Heart U_Heart 8_Acorn 7_Bell U_Bell U_Leaf A_Heart A_Acorn
5-12-5-2-46-0,5,12.0,5.0,2,46,0,34,14,60,0,0.0,0.0,0.0,10_Bell U_Heart O_Bell U_Acorn 9_Leaf K_Leaf O_Heart 10_Heart
5-13-3-2-38-1,5,13.0,3.0,2,38,1,42,21,307,0,0.0,0.0,0.0,7_Acorn A_Heart O_Heart O_Leaf 9_Heart K_Heart A_Bell 10_Bell
2-7-5-3-12-2,2,7.0,5.0,3,12,2,48,36,596,0,0.0,0.0,0.0,U_Bell K_Leaf A_Acorn 10_Heart A_Leaf 9_Leaf 7_Bell 10_Bell
3-8-5-4-19-0,3,8.0,5.0,4,19,0,47,24,34,0,0.0,0.0,0.0,10_Leaf 8_Acorn 10_Acorn 9_Acorn 10_Heart K_Acorn A_Heart U_Heart
2-4-2-3-6-2,2,4.0,2.0,3,6,2,46,42,568,0,0.0,0.0,0.0,10_Leaf 8_Leaf 7_Bell K_Heart A_Leaf 8_Heart A_Bell 10_Acorn
3-14-7-3-33-0,3,14.0,7.0,3,33,0,36,28,301,0,0.0,0.0,0.0,O_Acorn K_Leaf K_Acorn 10_Leaf 10_Bell O_Heart U_Bell 7_Leaf
4-14-4-2-38-0,4,14.0,4.0,2,38,0,26,14,694,0,0.0,0.0,0.0,9_Bell 7_Acorn K_Acorn K_Heart U_Leaf O_Acorn O_Bell 10_Leaf
2-5-4-3-9-0,2,5.0,4.0,3,9,0,24,10,764,0,0.0,0.0,0.0,7_Leaf 9_Bell 10_Leaf 8_Bell 9_Leaf 9_Acorn K_Heart 10_Heart
5-13-5-1-48-0,5,13.0,5.0,1,48,0,30,10,90,0,0.0,0.0,0.0,U_Heart U_Acorn O_Heart O_Leaf 7_Leaf 8_Acorn 10_Bell 10_Heart
5-11-3-2-33-0,5,11.0,3.0,2,33,0,36,10,242,0,0.0,0.0,0.0,9_Heart O_Bell 10_Bell A_Heart 10_Heart U_Heart 9_Leaf 9_Bell
5-13-0-1-36-1,5,13.0,,1,36,1,27,19,211,0,0.0,0.0,0.0,A_Leaf O_Heart 7_Heart O_Leaf 9_Heart U_Heart K_Bell K_Acorn
2-11-8-2-19-1,2,11.0,8.0,2,19,1,30,25,337,0,0.0,0.0,0.0,10_Acorn 8_Leaf O_Bell 9_Bell K_Bell 8_Acorn A_Leaf U_Heart
5-14-3-2-46-1,5,14.0,3.0,2,46,1,21,11,352,0,0.0,0.0,0.0,9_Bell 7_Acorn 9_Heart O_Acorn U_Bell A_Bell O_Leaf U_Leaf
3-10-2-3-15-2,3,10.0,2.0,3,15,2,24,22,133,0,0.0,0.0,0.0,9_Heart 7_Leaf A_Acorn 8_Leaf U_Acorn 8_Acorn 8_Heart A_Leaf
4-9-0-2-15-0,4,9.0,,2,15,0,10,4,213,0,0.0,0.0,0.0,7_Heart U_Leaf 7_Acorn K_Acorn K_Heart 8_Leaf 7_Leaf 8_Heart
4-10-0-2-18-1,4,10.0,,2,18,1,28,15,455,0,0.0,0.0,0.0,8_Heart A_Heart 7_Heart 7_Leaf K_Bell U_Acorn A_Acorn 7_Bell
5-10-2-3-34-0,5,10.0,2.0,3,34,0,27,10,14,0,0.0,0.0,0.0,U_Bell 8_Heart 9_Acorn U_Acorn U_Leaf 7_Acorn 10_Acorn A_Heart
4-13-2-2-32-1,4,13.0,2.0,2,32,1,22,15,810,0,0.0,0.0,0.0,K_Acorn 7_Acorn A_Leaf O_Leaf 8_Heart 9_Leaf U_Leaf U_Heart
3-12-2-2-19-0,3,12.0,2.0,2,19,0,33,20,290,0,0.0,0.0,0.0,8_Heart 8_Bell 7_Bell 7_Leaf 10_Leaf 10_Heart 10_Acorn O_Heart
5-14-2-1-45-1,5,14.0,2.0,1,45,1,31,21,130,0,0.0,0.0,0.0,U_Acorn 10_Acorn U_Heart 8_Heart 8_Bell A_Leaf O_Acorn O_Bell
6-13-0-1-35-1,6,13.0,,1,35,1,31,11,72,0,0.0,0.0,0.0,A_Bell K_Heart A_Heart 7_Acorn O_Leaf 7_Heart U_Leaf 9_Heart
7-11-3-1-51-0,7,11.0,3.0,1,51,0,24,0,7,0,0.0,0.0,0.0,U_Acorn 9_Heart A_Heart U_Leaf 7_Bell O_Bell K_Heart U_Heart
5-14-5-2-53-1,5,14.0,5.0,2,53,1,40,19,89,0,0.0,0.0,0.0,O_Acorn 10_Heart O_Heart A_Leaf K_Leaf O_Leaf U_Leaf K_Acorn
4-8-3-2-20-1,4,8.0,3.0,2,20,1,31,15,199,0,0.0,0.0,0.0,A_Acorn U_Heart 9_Heart 10_Heart 8_Leaf 8_Acorn K_Heart K_Bell
3-5-3-2-12-0,3,5.0,3.0,2,12,0,22,8,310,0,0.0,0.0,0.0,7_Bell 9_Heart 9_Bell 10_Heart K_Leaf K_Heart 9_Leaf K_Acorn
4-8-4-2-25-2,4,8.0,4.0,2,25,2,41,22,54,0,0.0,0.0,0.0,8_Leaf 9_Acorn U_Heart A_Acorn U_Bell A_Bell K_Heart A_Heart
5-8-0-2-19-1,5,8.0,,2,19,1,34,21,98,0,0.0,0.0,0.0,10_Leaf U_Heart 8_Heart 7_Heart 7_Acorn A_Acorn A_Heart 9_Heart
