signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points,hand_example
5-14-0-2-48-1,5,14.0,,2,48,1,26,15,98,300,0.9766666666666667,0.008715673408461501,95.33333333333333,O_Bell K_Acorn O_Acorn 7_Heart U_Acorn O_Leaf 9_Acorn A_Leaf
7-14-2-1-48-1,7,14.0,2.0,1,48,1,39,11,6,300,0.9766666666666667,0.008715673408461501,93.57666666666667,A_Heart 10_Heart 9_Heart U_Heart 8_Heart O_Acorn A_Leaf U_Acorn
5-14-3-2-52-1,5,14.0,3.0,2,52,1,32,21,58,300,0.9766666666666667,0.008715673408461501,95.85666666666667,O_Heart 10_Leaf 9_Bell O_Acorn O_Leaf U_Acorn A_Bell 9_Heart
6-13-4-1-49-2,6,13.0,4.0,1,49,2,55,22,4,300,0.9766666666666667,0.008715673408461501,96.09333333333333,K_Heart A_Acorn A_Heart O_Leaf 10_Heart A_Bell O_Heart U_Leaf
5-14-8-1-55-1,5,14.0,8.0,1,55,1,34,21,42,300,0.9766666666666667,0.008715673408461501,97.83,7_Acorn O_Bell 10_Leaf O_Acorn U_Heart U_Acorn O_Heart A_Bell
6-14-0-1-56-1,6,14.0,,1,56,1,34,11,28,300,0.9766666666666667,0.008715673408461501,98.53333333333333,A_Heart O_Leaf O_Heart 7_Acorn O_Acorn A_Bell 7_Heart O_Bell
8-11-0-0-45-0,8,11.0,,0,45,0,32,0,2,300,0.9766666666666667,0.008715673408461501,94.86333333333333,K_Heart U_Acorn A_Heart U_Bell 8_Heart O_Bell 10_Heart 7_Heart
5-13-6-1-49-2,5,13.0,6.0,1,49,2,53,32,18,300,0.9766666666666667,0.008715673408461501,96.37,10_Leaf A_Bell O_Bell A_Heart O_Leaf U_Leaf U_Acorn A_Acorn
5-14-6-2-50-2,5,14.0,6.0,2,50,2,53,32,42,300,0.9766666666666667,0.008715673408461501,97.29,U_Heart O_Acorn U_Leaf A_Acorn A_Leaf A_Heart O_Leaf 10_Acorn
7-14-4-1-57-0,7,14.0,4.0,1,57,0,35,0,18,300,0.9766666666666667,0.008715673408461501,93.16,K_Heart O_Heart A_Heart U_Leaf O_Acorn 10_Heart U_Bell 8_Acorn
7-12-4-1-57-1,7,12.0,4.0,1,57,1,37,11,2,300,0.9766666666666667,0.008715673408461501,98.10666666666667,A_Acorn O_Heart U_Heart K_Heart O_Bell 10_Heart U_Bell U_Acorn
5-13-8-2-52-2,5,13.0,8.0,2,52,2,44,32,5,300,0.9766666666666667,0.008715673408461501,97.95666666666666,O_Leaf U_Heart A_Bell A_Leaf U_Acorn U_Leaf O_Heart 10_Leaf
7-14-0-1-57-1,7,14.0,,1,57,1,27,11,20,300,0.9766666666666667,0.008715673408461501,99.58666666666667,U_Bell A_Bell O_Acorn 7_Heart U_Acorn U_Leaf O_Leaf K_Heart
8-14-0-0-43-0,8,14.0,,0,43,0,30,0,1,300,0.9766666666666667,0.008715673408461501,94.86666666666666,O_Acorn 8_Heart 7_Heart 9_Heart 10_Heart A_Heart K_Heart U_Leaf
6-14-4-2-59-1,6,14.0,4.0,2,59,1,38,21,17,300,0.9766666666666667,0.008715673408461501,103.11333333333333,U_Leaf K_Heart A_Leaf O_Leaf O_Heart O_Acorn 10_Leaf U_Bell
5-14-7-2-53-2,5,14.0,7.0,2,53,2,34,22,25,300,0.9766666666666667,0.008715673408461501,95.2,7_Leaf A_Acorn O_Acorn U_Bell U_Acorn A_Leaf O_Leaf U_Leaf
6-14-0-1-47-2,6,14.0,,1,47,2,51,22,23,300,0.9766666666666667,0.008715673408461501,96.51666666666667,7_Heart U_Acorn O_Acorn 10_Heart A_Bell A_Heart O_Heart A_Acorn
6-14-2-2-60-0,6,14.0,2.0,2,60,0,27,14,10,300,0.9766666666666667,0.008715673408461501,99.85,U_Acorn 8_Heart O_Heart K_Leaf U_Leaf O_Leaf 10_Leaf O_Acorn
5-14-2-1-48-2,5,14.0,2.0,1,48,2,33,22,17,300,0.9766666666666667,0.008715673408461501,99.32333333333334,9_Bell A_Acorn O_Bell A_Leaf O_Heart U_Leaf 8_Heart O_Acorn
7-14-4-1-63-0,7,14.0,4.0,1,63,0,36,0,32,300,0.9766666666666667,0.008715673408461501,98.28333333333333,A_Heart 10_Heart O_Heart U_Leaf O_Acorn 7_Bell K_Heart O_Leaf
5-14-9-3-59-0,5,14.0,9.0,3,59,0,14,0,7,300,0.9766666666666667,0.008715673408461501,94.41,7_Acorn 8_Acorn O_Heart O_Acorn O_Bell 9_Acorn O_Leaf U_Leaf
5-13-5-1-50-2,5,13.0,5.0,1,50,2,47,26,4,300,0.9766666666666667,0.008715673408461501,96.91,A_Acorn U_Leaf K_Leaf A_Bell O_Heart O_Leaf 10_Heart O_Bell
5-14-4-1-51-2,5,14.0,4.0,1,51,2,37,22,8,300,0.9766666666666667,0.008715673408461501,100.16666666666667,O_Bell A_Leaf A_Bell U_Leaf K_Heart 8_Acorn O_Leaf O_Acorn
7-13-2-1-52-1,7,13.0,2.0,1,52,1,26,11,16,300,0.9766666666666667,0.008715673408461501,96.49333333333334,O_Bell 8_Heart 9_Heart O_Heart A_Acorn O_Leaf K_Heart U_Bell
7-13-3-1-60-1,7,13.0,3.0,1,60,1,28,11,4,300,0.9766666666666667,0.008715673408461501,98.55333333333333,O_Leaf O_Heart U_Leaf U_Heart K_Heart A_Leaf O_Bell 9_Heart
6-13-2-1-49-2,6,13.0,2.0,1,49,2,36,22,11,300,0.9766666666666667,0.008715673408461501,96.05666666666667,A_Acorn U_Acorn 8_Heart O_Leaf K_Heart A_Bell O_Bell U_Leaf
6-13-0-1-53-1,6,13.0,,1,53,1,24,11,9,300,0.9766666666666667,0.008715673408461501,96.39,O_Leaf A_Bell O_Bell 8_Acorn U_Bell O_Heart 7_Heart U_Acorn
5-14-0-1-50-1,5,14.0,,1,50,1,23,11,18,300,0.9766666666666667,0.008715673408461501,95.91333333333333,7_Bell O_Leaf A_Acorn 8_Leaf O_Acorn O_Bell 7_Heart O_Heart
6-14-5-1-52-2,6,14.0,5.0,1,52,2,53,22,3,300,0.9766666666666667,0.008715673408461501,96.98333333333333,A_Bell O_Bell A_Heart U_Leaf A_Leaf U_Bell O_Acorn 10_Heart
5-14-6-2-54-2,5,14.0,6.0,2,54,2,44,22,9,300,0.9766666666666667,0.008715673408461501,97.05,O_Acorn A_Leaf U_Leaf O_Leaf A_Heart A_Bell O_Heart 9_Bell
7-13-0-1-58-0,7,13.0,,1,58,0,24,0,31,300,0.9766666666666667,0.008715673408461501,94.73333333333333,U_Bell O_Leaf O_Bell 7_Heart 9_Leaf A_Heart U_Leaf O_Heart
4-14-10-2-49-3,4,14.0,10.0,2,49,3,54,43,4,300,0.9766666666666667,0.008715673408461501,97.85666666666667,O_Acorn A_Bell O_Heart O_Leaf 10_Bell A_Leaf U_Acorn A_Acorn
7-13-0-1-50-1,7,13.0,,1,50,1,35,11,27,300,0.9766666666666667,0.008715673408461501,95.84666666666666,A_Leaf O_Leaf U_Leaf 7_Heart U_Bell O_Heart K_Heart 10_Heart
6-14-7-2-59-1,6,14.0,7.0,2,59,1,35,21,6,300,0.9766666666666667,0.008715673408461501,99.18,U_Acorn 10_Leaf O_Bell O_Acorn U_Heart U_Bell A_Leaf U_Leaf
6-14-0-1-59-0,6,14.0,,1,59,0,24,10,19,300,0.9766666666666667,0.008715673408461501,98.95333333333333,U_Leaf 7_Leaf O_Acorn 7_Heart O_Heart O_Bell 10_Bell O_Leaf
6-14-4-1-54-2,6,14.0,4.0,1,54,2,48,22,8,300,0.9766666666666667,0.008715673408461501,99.82333333333334,U_Bell A_Leaf A_Heart A_Bell K_Heart O_Heart O_Bell O_Acorn
5-14-4-2-53-2,5,14.0,4.0,2,53,2,37,22,5,300,0.9766666666666667,0.008715673408461501,98.52333333333333,K_Heart O_Heart A_Bell U_Acorn 7_Bell A_Leaf O_Leaf O_Acorn
7-13-0-1-57-0,7,13.0,,1,57,0,13,0,30,300,0.9766666666666667,0.008715673408461501,94.69666666666667,O_Bell 7_Leaf O_Leaf U_Acorn O_Heart 7_Heart U_Heart 9_Heart
7-13-3-1-58-1,7,13.0,3.0,1,58,1,37,11,7,300,0.9766666666666667,0.008715673408461501,98.33,K_Heart U_Leaf O_Leaf 9_Heart A_Heart A_Bell O_Heart O_Bell
7-13-2-1-54-1,7,13.0,2.0,1,54,1,23,11,14,300,0.9766666666666667,0.008715673408461501,94.72333333333333,U_Bell 9_Heart A_Leaf U_Heart O_Heart 8_Heart O_Leaf U_Leaf
6-13-4-1-57-1,6,13.0,4.0,1,57,1,28,11,9,300,0.9766666666666667,0.008715673408461501,94.41666666666667,U_Heart O_Bell U_Leaf K_Heart O_Leaf O_Heart 9_Acorn A_Bell
8-14-0-0-50-0,8,14.0,,0,50,0,22,0,3,300,0.9766666666666667,0.008715673408461501,97.08333333333333,O_Heart O_Acorn 10_Heart 8_Heart K_Heart 9_Heart 7_Heart U_Acorn
6-12-6-1-52-2,6,12.0,6.0,1,52,2,44,22,1,300,0.9766666666666667,0.008715673408461501,94.28333333333333,U_Leaf O_Heart A_Heart A_Acorn U_Heart U_Bell U_Acorn A_Leaf
5-14-0-1-46-2,5,14.0,,1,46,2,36,26,16,300,0.9766666666666667,0.008715673408461501,99.14333333333333,K_Bell O_Acorn U_Leaf U_Acorn 7_Heart A_Leaf O_Leaf A_Acorn
5-14-3-1-50-1,5,14.0,3.0,1,50,1,22,11,46,300,0.9766666666666667,0.008715673408461501,93.46666666666667,9_Heart U_Acorn 9_Acorn O_Heart O_Bell O_Acorn 7_Leaf A_Bell
5-14-4-1-52-2,5,14.0,4.0,1,52,2,41,26,5,300,0.9766666666666667,0.008715673408461501,101.41666666666667,A_Bell K_Acorn O_Leaf O_Acorn O_Heart U_Leaf A_Leaf K_Heart
8-14-2-0-55-0,8,14.0,2.0,0,55,0,23,0,1,300,0.9766666666666667,0.008715673408461501,95.66,10_Heart U_Acorn U_Leaf O_Acorn 9_Heart U_Heart K_Heart 8_Heart
7-14-0-1-58-0,7,14.0,,1,58,0,13,0,88,300,0.9766666666666667,0.008715673408461501,96.21,U_Acorn 7_Heart U_Heart 7_Bell 8_Heart O_Acorn O_Bell O_Leaf
8-13-0-0-53-0,8,13.0,,0,53,0,20,0,2,300,0.9766666666666667,0.008715673408461501,96.47,U_Heart U_Acorn 7_Heart 9_Heart O_Leaf 8_Heart O_Heart 10_Heart
7-12-2-1-52-1,7,12.0,2.0,1,52,1,31,11,7,300,0.9766666666666667,0.008715673408461501,94.59666666666666,O_Heart A_Bell U_Acorn U_Leaf 9_Heart 10_Heart 8_Heart O_Bell
7-14-4-1-60-0,7,14.0,4.0,1,60,0,36,0,27,300,0.9766666666666667,0.008715673408461501,95.09666666666666,O_Heart O_Bell O_Acorn 7_Leaf K_Heart 10_Heart U_Heart A_Heart
7-13-2-1-61-0,7,13.0,2.0,1,61,0,24,0,16,300,0.9766666666666667,0.008715673408461501,96.01,8_Heart O_Heart U_Bell O_Leaf O_Bell A_Heart 7_Leaf U_Acorn
5-14-9-1-59-0,5,14.0,9.0,1,59,0,34,20,32,300,0.9766666666666667,0.008715673408461501,99.63,O_Heart O_Bell O_Acorn U_Leaf 10_Bell 7_Leaf 10_Acorn O_Leaf
6-14-7-2-60-1,6,14.0,7.0,2,60,1,25,11,2,300,0.9766666666666667,0.008715673408461501,95.4,U_Leaf A_Acorn O_Acorn O_Heart U_Bell U_Acorn U_Heart 7_Acorn
7-14-0-1-59-0,7,14.0,,1,59,0,30,4,85,300,0.9766666666666667,0.008715673408461501,97.24333333333334,K_Heart 7_Heart O_Leaf O_Bell 10_Heart K_Leaf O_Acorn O_Heart
7-13-4-1-59-1,7,13.0,4.0,1,59,1,47,11,2,300,0.9766666666666667,0.008715673408461501,100.99333333333334,O_Heart O_Leaf U_Heart A_Leaf K_Heart O_Bell 10_Heart A_Heart
7-14-3-1-58-0,7,14.0,3.0,1,58,0,26,0,49,300,0.9766666666666667,0.008715673408461501,94.99333333333334,O_Bell U_Bell O_Leaf A_Heart O_Acorn K_Heart 9_Leaf 9_Heart
6-13-2-1-55-1,6,13.0,2.0,1,55,1,28,15,10,300,0.9766666666666667,0.008715673408461501,95.60333333333334,U_Heart O_Leaf O_Bell A_Acorn K_Leaf O_Heart U_Leaf 8_Heart
6-13-7-1-59-1,6,13.0,7.0,1,59,1,25,11,4,300,0.9766666666666667,0.008715673408461501,97.53,U_Leaf O_Heart U_Acorn U_Heart O_Leaf 9_Leaf U_Bell A_Bell
6-14-5-2-56-1,6,14.0,5.0,2,56,1,53,21,24,300,0.9766666666666667,0.008715673408461501,97.71666666666667,10_Heart A_Heart 10_Acorn U_Heart A_Acorn O_Heart O_Acorn O_Bell
6-14-4-2-61-1,6,14.0,4.0,2,61,1,38,21,9,300,0.9766666666666667,0.008715673408461501,103.73666666666666,10_Leaf O_Heart U_Heart A_Leaf O_Acorn K_Heart U_Acorn O_Leaf
6-14-4-1-55-2,6,14.0,4.0,1,55,2,46,22,3,300,0.9766666666666667,0.008715673408461501,99.9,K_Heart A_Acorn U_Leaf 10_Heart O_Acorn U_Acorn A_Leaf O_Leaf
5-14-6-1-51-3,5,14.0,6.0,1,51,3,55,33,1,300,0.9766666666666667,0.008715673408461501,94.64,A_Acorn A_Leaf U_Bell O_Acorn A_Bell A_Heart O_Bell O_Leaf
5-14-0-1-47-1,5,14.0,,1,47,1,22,11,43,300,0.9766666666666667,0.008715673408461501,92.67333333333333,7_Heart 8_Acorn A_Bell O_Leaf O_Acorn O_Heart U_Heart 8_Leaf
4-14-2-2-41-2,4,14.0,2.0,2,41,2,45,36,56,300,0.9766666666666667,0.008715673408461501,93.50666666666666,10_Bell O_Acorn O_Heart A_Leaf 8_Heart O_Leaf K_Acorn A_Bell
5-14-6-2-51-2,5,14.0,6.0,2,51,2,53,32,27,300,0.9766666666666667,0.008715673408461501,98.03666666666666,A_Bell A_Heart U_Acorn O_Leaf O_Acorn U_Heart 10_Bell A_Acorn
8-14-0-0-52-0,8,14.0,,0,52,0,23,0,10,300,0.9766666666666667,0.008715673408461501,96.99,O_Acorn K_Heart 9_Heart 7_Heart O_Leaf A_Heart U_Acorn 8_Heart
7-13-2-1-55-1,7,13.0,2.0,1,55,1,37,11,12,300,0.9766666666666667,0.008715673408461501,98.71,U_Bell K_Heart O_Leaf O_Bell A_Leaf O_Heart 8_Heart A_Heart
7-11-3-1-54-1,7,11.0,3.0,1,54,1,33,11,1,300,0.9766666666666667,0.008715673408461501,94.96333333333334,9_Heart U_Bell U_Heart A_Leaf U_Acorn A_Heart U_Leaf O_Bell
6-13-6-1-59-1,6,13.0,6.0,1,59,1,39,15,14,300,0.9766666666666667,0.008715673408461501,98.69666666666667,O_Heart U_Leaf A_Acorn O_Bell O_Leaf K_Bell A_Heart U_Heart
7-14-3-1-60-0,7,14.0,3.0,1,60,0,21,4,63,300,0.9766666666666667,0.008715673408461501,96.16333333333333,K_Heart O_Bell U_Heart O_Leaf 9_Heart U_Bell O_Acorn K_Leaf
6-14-2-2-53-1,6,14.0,2.0,2,53,1,33,21,48,300,0.9766666666666667,0.008715673408461501,96.66333333333333,U_Bell O_Heart 10_Bell U_Acorn 8_Heart U_Heart O_Acorn A_Bell
5-14-9-2-56-2,5,14.0,9.0,2,56,2,39,26,8,300,0.9766666666666667,0.008715673408461501,99.65,U_Acorn A_Acorn K_Bell U_Leaf O_Bell A_Bell O_Heart O_Acorn
7-14-3-1-49-1,7,14.0,3.0,1,49,1,43,11,2,300,0.9766666666666667,0.008715673408461501,97.45,A_Acorn K_Heart O_Acorn A_Heart 9_Heart U_Acorn 10_Heart U_Bell
6-14-2-1-57-0,6,14.0,2.0,1,57,0,13,0,99,300,0.9766666666666667,0.008715673408461501,92.84666666666666,7_Bell 9_Leaf O_Bell O_Acorn O_Heart 8_Heart U_Acorn U_Heart
7-14-2-1-55-1,7,14.0,2.0,1,55,1,33,11,18,300,0.9766666666666667,0.008715673408461501,98.65,9_Heart A_Heart 8_Heart A_Bell O_Bell U_Bell O_Acorn O_Heart
7-14-5-1-62-0,7,14.0,5.0,1,62,0,33,0,18,300,0.9766666666666667,0.008715673408461501,97.12,U_Heart 8_Acorn U_Bell O_Heart A_Heart U_Acorn O_Acorn 10_Heart
7-12-4-1-59-1,7,12.0,4.0,1,59,1,38,11,1,300,0.9766666666666667,0.008715673408461501,98.84333333333333,A_Heart U_Acorn A_Bell O_Bell K_Heart U_Leaf O_Heart U_Bell
6-13-4-2-59-1,6,13.0,4.0,2,59,1,28,11,3,300,0.9766666666666667,0.008715673408461501,96.68,U_Leaf K_Heart O_Leaf U_Acorn A_Leaf O_Heart O_Bell 7_Leaf
7-14-3-1-63-0,7,14.0,3.0,1,63,0,33,10,44,300,0.9733333333333334,0.009301533127313926,100.17666666666666,U_Leaf O_Bell 10_Leaf 9_Heart U_Heart 10_Heart O_Acorn O_Leaf
6-14-6-1-65-0,6,14.0,6.0,1,65,0,25,0,13,300,0.9733333333333334,0.009301533127313926,96.96333333333334,O_Heart 7_Bell U_Leaf A_Heart 7_Leaf O_Bell O_Acorn O_Leaf
7-14-2-1-59-0,7,14.0,2.0,1,59,0,42,10,88,300,0.9733333333333334,0.009301533127313926,97.03333333333333,10_Heart A_Heart U_Leaf O_Bell 10_Bell O_Heart O_Acorn 8_Heart
4-14-8-3-47-2,4,14.0,8.0,3,47,2,43,32,13,300,0.9733333333333334,0.009301533127313926,94.00666666666666,O_Acorn A_Leaf U_Heart 9_Acorn 10_Acorn A_Acorn O_Heart O_Leaf
7-13-2-1-53-1,7,13.0,2.0,1,53,1,45,11,9,300,0.9733333333333334,0.009301533127313926,98.65666666666667,10_Heart K_Heart O_Bell O_Leaf 8_Heart O_Heart A_Leaf A_Heart
5-14-4-2-52-2,5,14.0,4.0,2,52,2,37,22,13,300,0.9733333333333334,0.009301533127313926,96.1,O_Acorn K_Heart O_Heart 9_Acorn A_Leaf A_Acorn U_Leaf O_Leaf
5-13-2-1-46-2,5,13.0,2.0,1,46,2,33,22,7,300,0.9733333333333334,0.009301533127313926,94.99333333333334,8_Heart O_Heart O_Leaf A_Bell O_Bell U_Heart A_Acorn 8_Leaf
8-13-0-0-49-0,8,13.0,,0,49,0,20,0,8,300,0.9733333333333334,0.009301533127313926,93.73666666666666,9_Heart U_Heart 10_Heart 7_Heart O_Leaf O_Bell U_Bell 8_Heart
5-13-3-1-47-2,5,13.0,3.0,1,47,2,32,22,9,300,0.9733333333333334,0.009301533127313926,95.24,U_Leaf A_Acorn A_Leaf 9_Heart U_Acorn O_Heart O_Leaf 9_Bell
5-14-5-1-52-2,5,14.0,5.0,1,52,2,43,22,12,300,0.9733333333333334,0.009301533127313926,99.63666666666667,A_Acorn U_Leaf 10_Heart O_Bell O_Leaf 7_Bell A_Leaf O_Acorn
6-14-5-1-62-1,6,14.0,5.0,1,62,1,38,15,19,300,0.9733333333333334,0.009301533127313926,100.32333333333334,A_Leaf K_Bell O_Leaf U_Acorn O_Heart U_Heart O_Acorn 10_Heart
7-13-4-1-60-0,7,13.0,4.0,1,60,0,27,0,30,300,0.9733333333333334,0.009301533127313926,93.01333333333334,7_Leaf U_Heart O_Bell K_Heart 10_Heart O_Leaf O_Heart U_Bell
6-13-0-1-45-2,6,13.0,,1,45,2,45,22,13,300,0.9733333333333334,0.009301533127313926,94.72,O_Heart O_Bell O_Leaf A_Bell 10_Heart A_Leaf 7_Heart K_Heart
7-13-0-1-53-1,7,13.0,,1,53,1,23,11,9,300,0.9733333333333334,0.009301533127313926,96.54333333333334,7_Heart U_Acorn U_Leaf O_Heart O_Leaf A_Bell U_Bell 8_Heart
6-14-3-1-53-2,6,14.0,3.0,1,53,2,34,22,15,300,0.9733333333333334,0.009301533127313926,99.34333333333333,O_Acorn U_Heart U_Bell A_Bell A_Leaf U_Leaf 9_Heart O_Heart
6-13-3-1-56-1,6,13.0,3.0,1,56,1,24,11,8,300,0.9733333333333334,0.009301533127313926,96.32666666666667,U_Bell 9_Bell 9_Heart A_Leaf O_Bell O_Heart O_Leaf U_Acorn
6-13-0-1-44-2,6,13.0,,1,44,2,32,22,23,300,0.9733333333333334,0.009301533127313926,95.94666666666667,A_Acorn U_Acorn 8_Heart A_Bell O_Heart U_Bell O_Leaf 7_Heart
6-14-2-1-52-1,6,14.0,2.0,1,52,1,33,11,113,300,0.9733333333333334,0.009301533127313926,94.84,O_Acorn 7_Acorn O_Bell 8_Heart O_Heart A_Bell A_Heart U_Bell
7-12-2-1-54-1,7,12.0,2.0,1,54,1,36,11,1,300,0.9733333333333334,0.009301533127313926,95.64333333333333,O_Bell U_Leaf A_Heart A_Leaf U_Acorn O_Heart K_Heart 8_Heart
6-14-7-1-61-0,6,14.0,7.0,1,61,0,15,0,28,300,0.9733333333333334,0.009301533127313926,93.11666666666666,O_Bell U_Bell U_Heart 7_Acorn U_Leaf 7_Bell O_Acorn O_Heart
5-14-8-2-53-2,5,14.0,8.0,2,53,2,44,32,7,300,0.9733333333333334,0.009301533127313926,99.38333333333334,U_Leaf U_Acorn O_Heart 10_Leaf A_Acorn O_Acorn U_Heart A_Leaf
5-14-4-1-50-2,5,14.0,4.0,1,50,2,36,22,13,300,0.9733333333333334,0.009301533127313926,97.21,U_Acorn K_Heart O_Acorn A_Acorn 7_Leaf O_Leaf U_Leaf A_Bell
5-14-8-1-54-1,5,14.0,8.0,1,54,1,34,21,37,300,0.9733333333333334,0.009301533127313926,94.64,8_Acorn U_Heart O_Bell O_Acorn O_Heart 10_Leaf U_Leaf A_Bell
7-13-0-1-46-1,7,13.0,,1,46,1,40,11,21,300,0.9733333333333334,0.009301533127313926,94.61666666666666,O_Leaf 7_Heart O_Bell 9_Heart 10_Heart A_Acorn U_Heart A_Heart
5-14-4-1-53-1,5,14.0,4.0,1,53,1,30,15,18,300,0.9733333333333334,0.009301533127313926,93.83333333333333,O_Leaf O_Acorn U_Acorn K_Heart K_Bell O_Heart 7_Acorn A_Leaf
6-14-5-2-61-0,6,14.0,5.0,2,61,0,27,4,37,300,0.9733333333333334,0.009301533127313926,92.52,U_Leaf O_Acorn U_Acorn O_Bell O_Heart K_Leaf 8_Leaf 10_Heart
6-14-0-1-57-0,6,14.0,,1,57,0,13,0,61,300,0.9733333333333334,0.009301533127313926,93.71,8_Leaf U_Acorn O_Leaf 7_Heart U_Heart O_Heart 8_Bell O_Acorn
6-12-3-1-53-2,6,12.0,3.0,1,53,2,34,22,1,300,0.9733333333333334,0.009301533127313926,97.47333333333333,U_Acorn A_Acorn 9_Heart O_Heart O_Bell U_Heart A_Bell U_Leaf
6-14-7-1-60-1,6,14.0,7.0,1,60,1,25,11,1,300,0.9733333333333334,0.009301533127313926,98.14666666666666,O_Acorn U_Acorn 7_Bell U_Heart U_Bell A_Leaf U_Leaf O_Heart
7-14-3-1-58-1,7,14.0,3.0,1,58,1,36,11,9,300,0.9733333333333334,0.009301533127313926,98.78333333333333,O_Heart 10_Heart U_Leaf K_Heart O_Bell A_Bell O_Acorn 9_Heart
5-14-7-1-50-2,5,14.0,7.0,1,50,2,44,32,5,300,0.9733333333333334,0.009301533127313926,99.15333333333334,U_Heart A_Acorn U_Acorn A_Bell O_Acorn 10_Leaf O_Bell U_Bell
6-14-7-2-62-0,6,14.0,7.0,2,62,0,19,4,17,300,0.9733333333333334,0.009301533127313926,93.89666666666666,U_Bell U_Leaf O_Bell O_Acorn 9_Bell U_Heart O_Leaf K_Bell
5-13-7-2-53-2,5,13.0,7.0,2,53,2,35,22,10,300,0.9733333333333334,0.009301533127313926,96.44666666666667,7_Acorn U_Acorn U_Bell O_Heart A_Leaf O_Bell O_Leaf A_Acorn
7-14-2-1-53-1,7,14.0,2.0,1,53,1,41,11,23,300,0.9733333333333334,0.009301533127313926,97.62333333333333,8_Heart O_Bell 9_Heart 10_Heart A_Leaf O_Heart A_Heart O_Acorn
8-12-0-0-48-0,8,12.0,,0,48,0,23,0,2,300,0.9733333333333334,0.009301533127313926,91.79333333333334,K_Heart U_Heart O_Heart 7_Heart 10_Heart 8_Heart U_Bell U_Acorn
7-14-3-1-48-1,7,14.0,3.0,1,48,1,43,11,1,300,0.9733333333333334,0.009301533127313926,93.66333333333333,O_Acorn 9_Heart U_Leaf 10_Heart A_Bell U_Bell K_Heart A_Heart
7-14-4-1-62-0,7,14.0,4.0,1,62,0,46,10,25,300,0.9733333333333334,0.009301533127313926,97.71333333333334,10_Heart O_Acorn U_Heart 10_Bell O_Leaf O_Heart A_Heart K_Heart
6-12-4-1-51-2,6,12.0,4.0,1,51,2,46,22,4,300,0.9733333333333334,0.009301533127313926,94.52,A_Bell U_Leaf U_Acorn K_Heart O_Heart 10_Heart A_Acorn O_Bell
5-14-10-1-60-0,5,14.0,10.0,1,60,0,28,14,30,300,0.9733333333333334,0.009301533127313926,94.73333333333333,U_Acorn K_Bell O_Bell O_Acorn 10_Leaf 7_Acorn O_Leaf O_Heart
8-11-0-0-50-0,8,11.0,,0,50,0,30,0,2,300,0.9733333333333334,0.009301533127313926,94.96333333333334,U_Acorn 8_Heart U_Leaf 10_Heart O_Bell U_Bell 7_Heart A_Heart
7-13-5-1-63-0,7,13.0,5.0,1,63,0,43,10,6,300,0.9733333333333334,0.009301533127313926,97.49,O_Heart 10_Bell U_Leaf A_Heart U_Heart 10_Heart U_Acorn O_Leaf
5-14-6-2-56-1,5,14.0,6.0,2,56,1,38,15,47,300,0.9733333333333334,0.009301533127313926,94.57,K_Acorn A_Acorn O_Leaf O_Bell O_Heart 9_Bell A_Heart O_Acorn
7-14-3-1-51-1,7,14.0,3.0,1,51,1,44,11,3,300,0.9733333333333334,0.009301533127313926,98.42333333333333,A_Leaf 10_Heart O_Heart A_Heart U_Bell O_Acorn K_Heart 9_Heart
6-14-0-2-56-1,6,14.0,,2,56,1,38,15,21,300,0.9733333333333334,0.009301533127313926,99.91666666666667,O_Heart O_Acorn K_Acorn 7_Heart A_Acorn A_Heart O_Leaf O_Bell
6-13-2-1-48-2,6,13.0,2.0,1,48,2,32,22,9,300,0.9733333333333334,0.009301533127313926,95.52,A_Acorn A_Leaf U_Acorn 9_Heart U_Leaf 8_Heart O_Bell O_Leaf
8-12-0-0-52-0,8,12.0,,0,52,0,25,0,2,300,0.9733333333333334,0.009301533127313926,94.20666666666666,A_Heart 7_Heart U_Bell 9_Heart K_Heart O_Bell U_Leaf O_Heart
5-14-3-1-42-2,5,14.0,3.0,1,42,2,41,32,29,300,0.9733333333333334,0.009301533127313926,93.82666666666667,U_Acorn U_Bell A_Leaf 9_Heart U_Heart A_Acorn 10_Bell O_Acorn
6-14-4-1-50-2,6,14.0,4.0,1,50,2,46,22,3,300,0.9733333333333334,0.009301533127313926,96.07666666666667,K_Heart U_Leaf A_Heart O_Acorn A_Bell U_Bell A_Leaf U_Acorn
7-12-5-1-60-0,7,12.0,5.0,1,60,0,33,0,3,300,0.9733333333333334,0.009301533127313926,94.77,U_Leaf A_Heart U_Bell 10_Heart U_Acorn O_Bell 9_Acorn O_Heart
7-14-4-1-54-1,7,14.0,4.0,1,54,1,45,11,1,300,0.9733333333333334,0.009301533127313926,97.15666666666667,K_Heart A_Heart 10_Heart U_Heart U_Bell U_Acorn O_Acorn A_Leaf
8-14-2-0-53-0,8,14.0,2.0,0,53,0,23,0,3,300,0.9733333333333334,0.009301533127313926,94.33333333333333,K_Heart O_Acorn U_Acorn 8_Heart 10_Heart U_Heart U_Bell 9_Heart
7-14-0-1-53-1,7,14.0,,1,53,1,36,11,24,300,0.9733333333333334,0.009301533127313926,98.64666666666666,U_Bell U_Leaf K_Heart O_Acorn 7_Heart O_Leaf A_Acorn A_Heart
